1000 0.0999 1.000000118 8.678561597e-06
2000 0.1999 1.000000173 1.225279791e-05
3000 0.2999 1.000000214 1.52225282e-05
4000 0.3999 1.000000246 1.789749896e-05
5000 0.4999 1.000000274 2.026451726e-05
6000 0.5999 1.0000003 2.229520868e-05
7000 0.6999 1.000000323 2.39938302e-05
8000 0.7999 1.000000344 2.538860397e-05
9000 0.8999 1.000000365 2.651867537e-05
10000 0.9999 1.000000385 2.742541949e-05
11000 1.0999 1.000000405 2.814777676e-05
12000 1.1999 1.000000424 2.872017678e-05
13000 1.2999 1.000000442 2.917192961e-05
14000 1.3999 1.000000461 2.952737861e-05
15000 1.4999 1.000000479 2.980640327e-05
16000 1.5999 1.000000498 3.00250448e-05
17000 1.6999 1.000000516 3.019613543e-05
18000 1.7999 1.000000534 3.03298749e-05
19000 1.8999 1.000000552 3.04343318e-05
20000 1.9999 1.00000057 3.051586587e-05
21000 2.0999 1.000000588 3.057947616e-05
22000 2.1999 1.000000606 3.062908394e-05
23000 2.2999 1.000000624 3.066776012e-05
24000 2.3999 1.000000642 3.069790662e-05
25000 2.4999 1.00000066 3.072140038e-05
26000 2.5999 1.000000678 3.073970698e-05
27000 2.6999 1.000000695 3.075397014e-05
28000 2.7999 1.000000713 3.0765082e-05
29000 2.8999 1.000000731 3.077373825e-05
30000 2.9999 1.000000749 3.07804812e-05
31000 3.0999 1.000000767 3.078573355e-05
32000 3.1999 1.000000785 3.078982468e-05
33000 3.2999 1.000000802 3.079301124e-05
34000 3.3999 1.00000082 3.079549319e-05
35000 3.4999 1.000000838 3.079742631e-05
36000 3.5999 1.000000856 3.079893194e-05
37000 3.6999 1.000000874 3.08001046e-05
38000 3.7999 1.000000892 3.080101793e-05
39000 3.8999 1.000000909 3.080172927e-05
40000 3.9999 1.000000927 3.080228329e-05
41000 4.0999 1.000000945 3.080271479e-05
42000 4.1999 1.000000963 3.080305085e-05
43000 4.2999 1.000000981 3.080331258e-05
44000 4.3999 1.000000999 3.080351643e-05
45000 4.4999 1.000001017 3.08036752e-05
46000 4.5999 1.000001034 3.080379885e-05
47000 4.6999 1.000001052 3.080389515e-05
48000 4.7999 1.00000107 3.080397016e-05
49000 4.8999 1.000001088 3.080402857e-05
50000 4.9999 1.000001106 3.080407407e-05
51000 5.0999 1.000001124 3.08041095e-05
52000 5.1999 1.000001141 3.08041371e-05
53000 5.2999 1.000001159 3.080415859e-05
54000 5.3999 1.000001177 3.080417533e-05
55000 5.4999 1.000001195 3.080418837e-05
56000 5.5999 1.000001213 3.080419852e-05
57000 5.6999 1.000001231 3.080420643e-05
58000 5.7999 1.000001248 3.080421259e-05
59000 5.8999 1.000001266 3.080421739e-05
60000 5.9999 1.000001284 3.080422112e-05
61000 6.0999 1.000001302 3.080422403e-05
62000 6.1999 1.00000132 3.08042263e-05
63000 6.2999 1.000001338 3.080422806e-05
64000 6.3999 1.000001355 3.080422944e-05
65000 6.4999 1.000001373 3.080423051e-05
66000 6.5999 1.000001391 3.080423134e-05
67000 6.6999 1.000001409 3.080423199e-05
68000 6.7999 1.000001427 3.08042325e-05
69000 6.8999 1.000001445 3.080423289e-05
70000 6.9999 1.000001462 3.08042332e-05
71000 7.0999 1.00000148 3.080423344e-05
72000 7.1999 1.000001498 3.080423362e-05
73000 7.2999 1.000001516 3.080423377e-05
74000 7.3999 1.000001534 3.080423388e-05
75000 7.4999 1.000001552 3.080423397e-05
76000 7.5999 1.000001569 3.080423404e-05
77000 7.6999 1.000001587 3.080423409e-05
78000 7.7999 1.000001605 3.080423413e-05
79000 7.8999 1.000001623 3.080423416e-05
80000 7.9999 1.000001641 3.080423419e-05
81000 8.0999 1.000001659 3.080423421e-05
82000 8.1999 1.000001676 3.080423422e-05
83000 8.2999 1.000001694 3.080423424e-05
84000 8.3999 1.000001712 3.080423424e-05
85000 8.4999 1.00000173 3.080423425e-05
86000 8.5999 1.000001748 3.080423426e-05
87000 8.6999 1.000001766 3.080423426e-05
88000 8.7999 1.000001783 3.080423426e-05
89000 8.8999 1.000001801 3.080423427e-05
90000 8.9999 1.000001819 3.080423427e-05
91000 9.0999 1.000001837 3.080423427e-05
92000 9.1999 1.000001855 3.080423427e-05
93000 9.2999 1.000001873 3.080423427e-05
94000 9.3999 1.00000189 3.080423427e-05
95000 9.4999 1.000001908 3.080423427e-05
96000 9.5999 1.000001926 3.080423428e-05
97000 9.6999 1.000001944 3.080423428e-05
98000 9.7999 1.000001962 3.080423428e-05
99000 9.8999 1.00000198 3.080423428e-05
100000 9.9999 1.000001997 3.080423428e-05
101000 10.0999 1.000002015 3.080423428e-05
102000 10.1999 1.000002033 3.080423428e-05
103000 10.2999 1.000002051 3.080423428e-05
104000 10.3999 1.000002069 3.080423428e-05
105000 10.4999 1.000002087 3.080423428e-05
106000 10.5999 1.000002104 3.080423428e-05
107000 10.6999 1.000002122 3.080423428e-05
108000 10.7999 1.00000214 3.080423428e-05
109000 10.8999 1.000002158 3.080423428e-05
110000 10.9999 1.000002176 3.080423428e-05
111000 11.0999 1.000002194 3.080423428e-05
112000 11.1999 1.000002211 3.080423428e-05
113000 11.2999 1.000002229 3.080423428e-05
114000 11.3999 1.000002247 3.080423428e-05
115000 11.4999 1.000002265 3.080423428e-05
116000 11.5999 1.000002283 3.080423428e-05
117000 11.6999 1.000002301 3.080423428e-05
118000 11.7999 1.000002319 3.080423428e-05
119000 11.8999 1.000002336 3.080423428e-05
120000 11.9999 1.000002354 3.080423428e-05
121000 12.0999 1.000002372 3.080423428e-05
122000 12.1999 1.00000239 3.080423428e-05
123000 12.2999 1.000002408 3.080423428e-05
124000 12.3999 1.000002426 3.080423428e-05
125000 12.4999 1.000002443 3.080423428e-05
126000 12.5999 1.000002461 3.080423428e-05
127000 12.6999 1.000002479 3.080423428e-05
128000 12.7999 1.000002497 3.080423428e-05
129000 12.8999 1.000002515 3.080423428e-05
130000 12.9999 1.000002533 3.080423428e-05
131000 13.0999 1.00000255 3.080423428e-05
132000 13.1999 1.000002568 3.080423428e-05
133000 13.2999 1.000002586 3.080423428e-05
134000 13.3999 1.000002604 3.080423428e-05
135000 13.4999 1.000002622 3.080423428e-05
136000 13.5999 1.00000264 3.080423428e-05
137000 13.6999 1.000002657 3.080423428e-05
138000 13.7999 1.000002675 3.080423428e-05
139000 13.8999 1.000002693 3.080423428e-05
140000 13.9999 1.000002711 3.080423428e-05
141000 14.0999 1.000002729 3.080423428e-05
142000 14.1999 1.000002747 3.080423428e-05
143000 14.2999 1.000002764 3.080423428e-05
144000 14.3999 1.000002782 3.080423428e-05
145000 14.4999 1.0000028 3.080423428e-05
146000 14.5999 1.000002818 3.080423428e-05
147000 14.6999 1.000002836 3.080423428e-05
148000 14.7999 1.000002854 3.080423428e-05
149000 14.8999 1.000002871 3.080423428e-05
150000 14.9999 1.000002889 3.080423428e-05
151000 15.0999 1.000002907 3.080423428e-05
152000 15.1999 1.000002925 3.080423428e-05
153000 15.2999 1.000002943 3.080423428e-05
154000 15.3999 1.000002961 3.080423428e-05
155000 15.4999 1.000002978 3.080423428e-05
156000 15.5999 1.000002996 3.080423428e-05
157000 15.6999 1.000003014 3.080423428e-05
158000 15.7999 1.000003032 3.080423428e-05
159000 15.8999 1.00000305 3.080423428e-05
160000 15.9999 1.000003068 3.080423428e-05
161000 16.0999 1.000003085 3.080423428e-05
162000 16.1999 1.000003103 3.080423428e-05
163000 16.2999 1.000003121 3.080423428e-05
164000 16.3999 1.000003139 3.080423428e-05
165000 16.4999 1.000003157 3.080423428e-05
166000 16.5999 1.000003175 3.080423428e-05
167000 16.6999 1.000003192 3.080423428e-05
168000 16.7999 1.00000321 3.080423428e-05
169000 16.8999 1.000003228 3.080423428e-05
170000 16.9999 1.000003246 3.080423428e-05
171000 17.0999 1.000003264 3.080423428e-05
172000 17.1999 1.000003282 3.080423428e-05
173000 17.2999 1.000003299 3.080423428e-05
174000 17.3999 1.000003317 3.080423428e-05
175000 17.4999 1.000003335 3.080423428e-05
176000 17.5999 1.000003353 3.080423428e-05
177000 17.6999 1.000003371 3.080423428e-05
178000 17.7999 1.000003389 3.080423428e-05
179000 17.8999 1.000003406 3.080423428e-05
